0.000000,0.000000,0.000000,0.000000,0.000000,
-83.183830,-83.102539,-1.465585,-83.161819,-83.112656,
-91.423851,-7.309619,-91.460464,-91.424461,-91.429192,
0.000000,0.000000,0.000000,0.000000,0.000000,
-83.763962,-83.904343,16.491974,-83.760765,-83.869919,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
-73.253265,12.699619,-73.115166,-73.339539,-73.293633,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,
